Handle,Title,Recommendable (product.metafields.calculator.recommendable),System Type (product.metafields.calculator.system_type),Zone Count (product.metafields.calculator.zone_count),Unit Type (product.metafields.calculator.unit_type),Series (product.metafields.calculator.series),Nominal BTU (product.metafields.calculator.nominal_btu),Outdoor Capacity BTU (product.metafields.calculator.outdoor_capacity_btu),Head Configuration (product.metafields.calculator.head_configuration),Head Vector Key (product.metafields.calculator.head_vector_key),Connected Head Total BTU (product.metafields.calculator.connected_head_total_btu),Connected Capacity Ratio (product.metafields.calculator.connected_capacity_ratio),Climate Min F (product.metafields.calculator.climate_min_f),Climate Max F (product.metafields.calculator.climate_max_f),Climate Tier (product.metafields.calculator.climate_tier),SEER2 (product.metafields.calculator.seer2),Refrigerant (product.metafields.calculator.refrigerant),Merchandising Priority (product.metafields.calculator.merchandising_priority),Data Quality Score (product.metafields.calculator.data_quality_score),Voltage Policy (product.metafields.calculator.voltage_policy),Heating Sizing Supported (product.metafields.calculator.heating_sizing_supported)
18000-btu-dual-zone-ceiling-cassette-mini-split-ac-12k-12k-up-to-1100-sq-ft,DELLA 18000 BTU Dual Zone Ceiling Cassette Mini Split AC (12K + 12K) - Up to 1100 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,18000,18000,12K+12K,12000-12000,24000,1.3333,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
18000-btu-dual-zone-ceiling-cassette-mini-split-ac-9k-12k-up-to-950-sq-ft,DELLA 18000 BTU Dual Zone Ceiling Cassette Mini Split AC (9K + 12K) - Up to 950 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,18000,18000,9K+12K,9000-12000,21000,1.1667,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
18000-btu-dual-zone-ceiling-cassette-mini-split-ac-9k-9k-up-to-800-sq-ft,DELLA 18000 BTU Dual Zone Ceiling Cassette Mini Split AC (9K + 9K) - Up to 800 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,18000,18000,9K+9K,9000-9000,18000,1.0,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-dual-zone-ceiling-cassette-mini-split-ac-12k-12k-up-to-1100-sq-ft,DELLA 27000 BTU Dual Zone Ceiling Cassette Mini Split AC (12K + 12K) - Up to 1100 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,27000,27000,12K+12K,12000-12000,24000,0.8889,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-dual-zone-ceiling-cassette-mini-split-ac-12k-18k-up-to-1550-sq-ft,DELLA 27000 BTU Dual Zone Ceiling Cassette Mini Split AC (12K + 18K) - Up to 1550 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,27000,27000,12K+18K,12000-18000,30000,1.1111,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-dual-zone-ceiling-cassette-mini-split-ac-18k-18k-up-to-2000-sq-ft,DELLA 27000 BTU Dual Zone Ceiling Cassette Mini Split AC (18K + 18K) - Up to 2000 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,27000,27000,18K+18K,18000-18000,36000,1.3333,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-dual-zone-ceiling-cassette-mini-split-ac-9k-12k-up-to-950-sq-ft,DELLA 27000 BTU Dual Zone Ceiling Cassette Mini Split AC (9K + 12K) - Up to 950 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,27000,27000,9K+12K,9000-12000,21000,0.7778,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-dual-zone-ceiling-cassette-mini-split-ac-9k-18k-up-to-1400-sq-ft,DELLA 27000 BTU Dual Zone Ceiling Cassette Mini Split AC (9K + 18K) - Up to 1400 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,27000,27000,9K+18K,9000-18000,27000,1.0,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-tri-zone-ceiling-cassette-mini-split-ac-12k-12k-12k-up-to-1650-sq-ft,DELLA 27000 BTU Tri-Zone Ceiling Cassette Mini Split AC (12K+12K+12K) - Up to 1650 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,27000,27000,12K+12K+12K,12000-12000-12000,36000,1.3333,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-12k-12k-up-to-1500-sq-ft,DELLA 27000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+12K+12K) - Up to 1500 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,27000,27000,9K+12K+12K,9000-12000-12000,33000,1.2222,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-9k-12k-up-to-1350-sq-ft,DELLA 27000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+9K+12K) - Up to 1350 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,27000,27000,9K+9K+12K,9000-9000-12000,30000,1.1111,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-9k-18k-up-to-1800-sq-ft,DELLA 27000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+9K+18K) - Up to 1800 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,27000,27000,9K+9K+18K,9000-9000-18000,36000,1.3333,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
27000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-up-to-1200-sq-ft,DELLA 27000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+9K+9K) - Up to 1200 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,27000,27000,9K+9K+9K,9000-9000-9000,27000,1.0,-13,131,cold,24.0,R454B,50,100,check_product_page,FALSE
35000-btu-dual-zone-ceiling-cassette-mini-split-ac-12k-18k-up-to-1550-sq-ft,DELLA 35000 BTU Dual Zone Ceiling Cassette Mini Split AC (12K+18K) - Up to 1550 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,35000,35000,12K+18K,12000-18000,30000,0.8571,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-dual-zone-ceiling-cassette-mini-split-ac-12k-23k-up-to-2050-sq-ft,DELLA 35000 BTU Dual Zone Ceiling Cassette Mini Split AC (12K+23K) - Up to 2050 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,35000,35000,12K+23K,12000-23000,35000,1.0,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-dual-zone-ceiling-cassette-mini-split-ac-18k-18k-up-to-2000-sq-ft,DELLA 35000 BTU Dual Zone Ceiling Cassette Mini Split AC (18K+18K) - Up to 2000 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,35000,35000,18K+18K,18000-18000,36000,1.0286,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-dual-zone-ceiling-cassette-mini-split-ac-18k-23k-up-to-2500-sq-ft,DELLA 35000 BTU Dual Zone Ceiling Cassette Mini Split AC (18K+23K) - Up to 2500 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,35000,35000,18K+23K,18000-23000,41000,1.1714,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-dual-zone-ceiling-cassette-mini-split-ac-23k-23k-up-to-3000-sq-ft,DELLA 35000 BTU Dual Zone Ceiling Cassette Mini Split AC (23K+23K) - Up to 3000 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,35000,35000,23K+23K,23000-23000,46000,1.3143,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-dual-zone-ceiling-cassette-mini-split-ac-9k-23k-up-to-1900-sq-ft,DELLA 35000 BTU Dual Zone Ceiling Cassette Mini Split AC (9K+23K) - Up to 1900 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,35000,35000,9K+23K,9000-23000,32000,0.9143,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-12k-12k-12k-up-to-2050-sq-ft,DELLA 35000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+12K+12K+12K) - Up to 2050 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,35000,35000,9K+12K+12K+12K,9000-12000-12000-12000,45000,1.2857,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-12k-12k-up-to-1900-sq-ft,DELLA 35000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+12K+12K) - Up to 1900 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,35000,35000,9K+9K+12K+12K,9000-9000-12000-12000,42000,1.2,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-12k-up-to-1750-sq-ft,DELLA 35000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+9K+12K) - Up to 1750 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,35000,35000,9K+9K+9K+12K,9000-9000-9000-12000,39000,1.1143,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-18k-up-to-2200-sq-ft,DELLA 35000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+9K+18K) - Up to 2200 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,35000,35000,9K+9K+9K+18K,9000-9000-9000-18000,45000,1.2857,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-9k-up-to-1600-sq-ft,DELLA 35000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+9K+9K) - Up to 1600 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,35000,35000,9K+9K+9K+9K,9000-9000-9000-9000,36000,1.0286,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-12k-12k-12k-up-to-1650-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (12K+12K+12K) - Up to 1650 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,12K+12K+12K,12000-12000-12000,36000,1.0286,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-12k-12k-18k-up-to-2100-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (12K+12K+18K) - Up to 2100 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,12K+12K+18K,12000-12000-18000,42000,1.2,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-12k-12k-23k-up-to-2600-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (12K+12K+23K) - Up to 2600 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,12K+12K+23K,12000-12000-23000,47000,1.3429,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-12k-12k-up-to-1500-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+12K+12K) - Up to 1500 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,9K+12K+12K,9000-12000-12000,33000,0.9429,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-12k-18k-up-to-1950-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+12K+18K) - Up to 1950 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,9K+12K+18K,9000-12000-18000,39000,1.1143,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-12k-23k-up-to-2450-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+12K+23K) - Up to 2450 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,9K+12K+23K,9000-12000-23000,44000,1.2571,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-18k-18k-up-to-2400-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+18K+18K) - Up to 2400 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,9K+18K+18K,9000-18000-18000,45000,1.2857,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-9k-12k-up-to-1350-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+9K+12K) - Up to 1350 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,9K+9K+12K,9000-9000-12000,30000,0.8571,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-9k-18k-up-to-1800-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+9K+18K) - Up to 1800 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,9K+9K+18K,9000-9000-18000,36000,1.0286,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
35000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-9k-23k-up-to-2300-sq-ft,DELLA 35000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+9K+23K) - Up to 2300 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,35000,35000,9K+9K+23K,9000-9000-23000,41000,1.1714,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
42000-btu-dual-zone-ceiling-cassette-mini-split-ac-18k-23k-up-to-2500-sq-ft,DELLA 42000 BTU Dual Zone Ceiling Cassette Mini Split AC (18K+23K) - Up to 2500 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,42000,42000,18K+23K,18000-23000,41000,0.9762,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-dual-zone-ceiling-cassette-mini-split-ac-23k-23k-up-to-3000-sq-ft,DELLA 42000 BTU Dual Zone Ceiling Cassette Mini Split AC (23K+23K) - Up to 3000 Sq.Ft.,TRUE,multi_zone,2,ceiling_cassette,Ceiling Cassette,42000,42000,23K+23K,23000-23000,46000,1.0952,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-five-zone-ceiling-cassette-mini-split-ac-9k-9k-12k-12k-12k-up-to-2450-sq-ft,DELLA 42000 BTU Five Zone Ceiling Cassette Mini Split AC (9K+9K+12K+12K+12K) - Up to 2450 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+12K+12K+12K,9000-9000-12000-12000-12000,54000,1.2857,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-five-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-12k-12k-up-to-2300-sq-ft,DELLA 42000 BTU Five Zone Ceiling Cassette Mini Split AC (9K+9K+9K+12K+12K) - Up to 2300 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+9K+12K+12K,9000-9000-9000-12000-12000,51000,1.2143,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-five-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-9k-12k-up-to-2150-sq-ft,DELLA 42000 BTU Five Zone Ceiling Cassette Mini Split AC (9K+9K+9K+9K+12K) - Up to 2150 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+9K+9K+12K,9000-9000-9000-9000-12000,48000,1.1429,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-five-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-9k-18k-up-to-2600-sq-ft,DELLA 42000 BTU Five Zone Ceiling Cassette Mini Split AC (9K+9K+9K+9K+18K) - Up to 2600 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+9K+9K+18K,9000-9000-9000-9000-18000,54000,1.2857,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-five-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-9k-9k-up-to-2000-sq-ft,DELLA 42000 BTU Five Zone Ceiling Cassette Mini Split AC (9K+9K+9K+9K+9K) - Up to 2000 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+9K+9K+9K,9000-9000-9000-9000-9000,45000,1.0714,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-12k-12k-12k-12k-up-to-2200-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (12K+12K+12K+12K) - Up to 2200 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,12K+12K+12K+12K,12000-12000-12000-12000,48000,1.1429,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-12k-12k-12k-18k-up-to-2650-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (12K+12K+12K+18K) - Up to 2650 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,12K+12K+12K+18K,12000-12000-12000-18000,54000,1.2857,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-12k-12k-12k-up-to-2050-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+12K+12K+12K) - Up to 2050 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,9K+12K+12K+12K,9000-12000-12000-12000,45000,1.0714,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-12k-12k-18k-up-to-2500-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+12K+12K+18K) - Up to 2500 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,9K+12K+12K+18K,9000-12000-12000-18000,51000,1.2143,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-12k-12k-23k-up-to-3000-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+12K+12K+23K) - Up to 3000 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,9K+12K+12K+23K,9000-12000-12000-23000,56000,1.3333,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-12k-12k-up-to-1900-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+12K+12K) - Up to 1900 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+12K+12K,9000-9000-12000-12000,42000,1.0,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-12k-18k-up-to-2350-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+12K+18K) - Up to 2350 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+12K+18K,9000-9000-12000-18000,48000,1.1429,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-12k-23k-up-to-2850-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+12K+23K) - Up to 2850 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+12K+23K,9000-9000-12000-23000,53000,1.2619,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-18k-18k-up-to-2800-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+18K+18K) - Up to 2800 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+18K+18K,9000-9000-18000-18000,54000,1.2857,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-18k-up-to-2200-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+9K+18K) - Up to 2200 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+9K+18K,9000-9000-9000-18000,45000,1.0714,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-quad-zone-ceiling-cassette-mini-split-ac-9k-9k-9k-23k-up-to-2700-sq-ft,DELLA 42000 BTU Quad Zone Ceiling Cassette Mini Split AC (9K+9K+9K+23K) - Up to 2700 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+9K+23K,9000-9000-9000-23000,50000,1.1905,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-12k-12k-18k-up-to-2100-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (12K+12K+18K) - Up to 2100 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,12K+12K+18K,12000-12000-18000,42000,1.0,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-12k-12k-23k-up-to-2600-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (12K+12K+23K) - Up to 2600 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,12K+12K+23K,12000-12000-23000,47000,1.119,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-12k-18k-18k-up-to-2550-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (12K+18K+18K) - Up to 2550 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,12K+18K+18K,12000-18000-18000,48000,1.1429,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-12k-18k-23k-up-to-3050-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (12K+18K+23K) - Up to 3050 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,12K+18K+23K,12000-18000-23000,53000,1.2619,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-18k-18k-18k-up-to-3000-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (18K+18K+18K) - Up to 3000 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,18K+18K+18K,18000-18000-18000,54000,1.2857,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-12k-18k-up-to-1950-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+12K+18K) - Up to 1950 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,9K+12K+18K,9000-12000-18000,39000,0.9286,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-12k-23k-up-to-2450-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+12K+23K) - Up to 2450 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,9K+12K+23K,9000-12000-23000,44000,1.0476,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-18k-18k-up-to-2400-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+18K+18K) - Up to 2400 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,9K+18K+18K,9000-18000-18000,45000,1.0714,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-18k-23k-up-to-2900-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+18K+23K) - Up to 2900 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,9K+18K+23K,9000-18000-23000,50000,1.1905,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-23k-23k-up-to-3400-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+23K+23K) - Up to 3400 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,9K+23K+23K,9000-23000-23000,55000,1.3095,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
42000-btu-tri-zone-ceiling-cassette-mini-split-ac-9k-9k-23k-up-to-2300-sq-ft,DELLA 42000 BTU Tri-Zone Ceiling Cassette Mini Split AC (9K+9K+23K) - Up to 2300 Sq.Ft.,TRUE,multi_zone,3,ceiling_cassette,Ceiling Cassette,42000,42000,9K+9K+23K,9000-9000-23000,41000,0.9762,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
della-11000-btu-19-seer2-concealed-ducted-mini-split-air-conditioner,DELLA 11000 BTU 19 SEER2 Concealed Ducted Mini Split Air Conditioner,TRUE,single_zone,1,concealed_ducted,Concealed Ducted,11000,11000,,11000,,,-13,131,cold,19.0,R454B,50,100,check_product_page,FALSE
della-12-000-btu-seer2-22-ceiling-cassette-ductless-mini-split-ac-up-to-550-sq-ft,"DELLA 12,000 BTU 22 SEER2 Ceiling Cassette Ductless Mini Split AC - Up to 550 Sq.Ft.",TRUE,single_zone,1,ceiling_cassette,Ceiling Cassette,12000,12000,,12000,,,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
