Handle,Title,Recommendable (product.metafields.calculator.recommendable),System Type (product.metafields.calculator.system_type),Zone Count (product.metafields.calculator.zone_count),Unit Type (product.metafields.calculator.unit_type),Series (product.metafields.calculator.series),Nominal BTU (product.metafields.calculator.nominal_btu),Outdoor Capacity BTU (product.metafields.calculator.outdoor_capacity_btu),Head Configuration (product.metafields.calculator.head_configuration),Head Vector Key (product.metafields.calculator.head_vector_key),Connected Head Total BTU (product.metafields.calculator.connected_head_total_btu),Connected Capacity Ratio (product.metafields.calculator.connected_capacity_ratio),Climate Min F (product.metafields.calculator.climate_min_f),Climate Max F (product.metafields.calculator.climate_max_f),Climate Tier (product.metafields.calculator.climate_tier),SEER2 (product.metafields.calculator.seer2),Refrigerant (product.metafields.calculator.refrigerant),Merchandising Priority (product.metafields.calculator.merchandising_priority),Data Quality Score (product.metafields.calculator.data_quality_score),Voltage Policy (product.metafields.calculator.voltage_policy),Heating Sizing Supported (product.metafields.calculator.heating_sizing_supported)
della-17000-btu-20-3-seer2-concealed-ducted-mini-split-air-conditioner,DELLA 17000 BTU 20.3 SEER2 Concealed Ducted Mini Split Air Conditioner,TRUE,single_zone,1,concealed_ducted,Concealed Ducted,17000,17000,,17000,,,-13,131,cold,20.3,R454B,50,100,check_product_page,FALSE
della-17000-btu-dual-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k,DELLA 17000 BTU Dual Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K),TRUE,multi_zone,2,concealed_ducted,Concealed Ducted,17000,17000,9.5K+9.5K,9500-9500,19000,1.1176,-13,131,cold,21.0,R454B,50,100,check_product_page,FALSE
della-18-000-btu-seer2-20-5-ceiling-cassette-ductless-mini-split-ac-up-to-1000-sq-ft,"DELLA 18,000 BTU 20.5 SEER2 Ceiling Cassette Ductless Mini Split AC - Up to 1000 Sq.Ft.",TRUE,single_zone,1,ceiling_cassette,Ceiling Cassette,18000,18000,,18000,,,-13,131,cold,20.5,R454B,50,100,check_product_page,FALSE
della-18000-btu-20-5-seer2-floor-ceiling-mini-split-ac-up-to-1000-sq-ft,DELLA 18000 BTU 20.5 SEER2 Floor Mounted Mini Split AC - Up to 1000 Sq. Ft.,TRUE,single_zone,1,floor_mounted,Floor Mounted,18000,18000,,18000,,,-13,131,cold,20.5,R454B,50,100,check_product_page,FALSE
della-22000-btu-19-seer2-concealed-ducted-mini-split-air-conditioner,DELLA 22000 BTU 19 SEER2 Concealed Ducted Mini Split Air Conditioner,TRUE,single_zone,1,concealed_ducted,Concealed Ducted,17000,22000,,17000,,,-13,131,cold,19.0,R454B,50,100,check_product_page,FALSE
della-22200-btu-20-seer2-floor-ceiling-mini-split-ac-up-to-1500-sq-ft,DELLA 22200 BTU 20 SEER2 Floor Mounted Mini Split AC - Up to 1500 Sq. Ft.,TRUE,single_zone,1,floor_mounted,Floor Mounted,22000,22200,,22000,,,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-23-000-btu-seer2-22-5-ceiling-cassette-ductless-mini-split-ac-up-to-1500-sq-ft,"DELLA 23,000 BTU 22.5 SEER2 Ceiling Cassette Ductless Mini Split AC - Up to 1500 Sq.Ft.",TRUE,single_zone,1,ceiling_cassette,Ceiling Cassette,23000,23000,,23000,,,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-27000-btu-dual-zone-concealed-ducted-mini-split-heat-pump-ac-11k-17k,DELLA 27000 BTU Dual Zone Concealed Ducted Mini Split Heat Pump AC (11K + 17K),TRUE,multi_zone,2,concealed_ducted,Concealed Ducted,27000,27000,11K+17K,11000-17000,28000,1.037,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
della-27000-btu-dual-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-17k,DELLA 27000 BTU Dual Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 17K),TRUE,multi_zone,2,concealed_ducted,Concealed Ducted,27000,27000,9.5K+17K,9500-17000,26500,0.9815,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
della-27000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-11k,DELLA 27000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K + 11K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,27000,27000,9.5K+9.5K+11K,9500-9500-11000,30000,1.1111,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
della-27000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k,DELLA 27000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K + 9.5K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,27000,27000,9.5K+9.5K+9.5K,9500-9500-9500,28500,1.0556,-13,131,cold,22.0,R454B,50,100,check_product_page,FALSE
della-34000-btu-dual-zone-concealed-ducted-mini-split-heat-pump-ac-11k-22k,DELLA 34000 BTU Dual Zone Concealed Ducted Mini Split Heat Pump AC (11K + 22K),TRUE,multi_zone,2,concealed_ducted,Concealed Ducted,34000,34000,11K+22K,11000-22000,33000,0.9706,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-34000-btu-dual-zone-concealed-ducted-mini-split-heat-pump-ac-17k-17k,DELLA 34000 BTU Dual Zone Concealed Ducted Mini Split Heat Pump AC (17K + 17K),TRUE,multi_zone,2,concealed_ducted,Concealed Ducted,34000,34000,17K+17K,17000-17000,34000,1.0,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-34000-btu-dual-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-22k,DELLA 34000 BTU Dual Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 22K),TRUE,multi_zone,2,concealed_ducted,Concealed Ducted,34000,34000,9.5K+22K,9500-22000,31500,0.9265,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-34000-btu-quad-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k-11k,DELLA 34000 BTU Quad Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K + 9.5K + 11K),TRUE,multi_zone,4,concealed_ducted,Concealed Ducted,34000,34000,9.5K+9.5K+9.5K+11K,9500-9500-9500-11000,39500,1.1618,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-34000-btu-quad-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k-9-5k,DELLA 34000 BTU Quad Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K + 9.5K + 9.5K),TRUE,multi_zone,4,concealed_ducted,Concealed Ducted,34000,34000,9.5K+9.5K+9.5K+9.5K,9500-9500-9500-9500,38000,1.1176,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-34000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-11k-11k-11k,DELLA 34000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (11K + 11K + 11K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,34000,34000,11K+11K+11K,11000-11000-11000,33000,0.9706,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-34000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-11k-11k,DELLA 34000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 11K + 11K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,34000,34000,9.5K+11K+11K,9500-11000-11000,31500,0.9265,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-34000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-11k-17k,DELLA 34000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 11K + 17K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,34000,34000,9.5K+11K+17K,9500-11000-17000,37500,1.1029,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-34000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-17k,DELLA 34000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K + 17K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,34000,34000,9.5K+9.5K+17K,9500-9500-17000,36000,1.0588,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-dual-zone-concealed-ducted-mini-split-heat-pump-ac-17k-22k,DELLA 41000 BTU Dual Zone Concealed Ducted Mini Split Heat Pump AC (17K + 22K),TRUE,multi_zone,2,concealed_ducted,Concealed Ducted,41000,41000,17K+22K,17000-22000,39000,0.9512,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-dual-zone-concealed-ducted-mini-split-heat-pump-ac-22k-22k,DELLA 41000 BTU Dual Zone Concealed Ducted Mini Split Heat Pump AC (22K+22K),TRUE,multi_zone,2,concealed_ducted,Concealed Ducted,41000,41000,22K+22K,22000-22000,44000,1.0732,-13,131,cold,,R454B,50,90,check_product_page,FALSE
della-41000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k-9-5k-9-5k,DELLA 41000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K + 9.5K + 9.5K + 9.5K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,41000,41000,9.5K+9.5K+9.5K+9.5K+9.5K,9500-9500-9500-9500-9500,47500,1.1585,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-quad-zone-concealed-ducted-mini-split-heat-pump-ac-11k-11k-11k-11k,DELLA 41000 BTU Quad Zone Concealed Ducted Mini Split Heat Pump AC (11K+11K+ 11K+ 11K),TRUE,multi_zone,4,concealed_ducted,Concealed Ducted,41000,41000,11K+11K+11K+11K,11000-11000-11000-11000,44000,1.0732,-13,131,cold,,R454B,50,90,check_product_page,FALSE
della-41000-btu-quad-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-11k-11k-11k,DELLA 41000 BTU Quad Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 11K + 11K + 11K),TRUE,multi_zone,4,concealed_ducted,Concealed Ducted,41000,41000,9.5K+11K+11K+11K,9500-11000-11000-11000,42500,1.0366,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-quad-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-11k-11k,DELLA 41000 BTU Quad Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K + 11K + 11K),TRUE,multi_zone,4,concealed_ducted,Concealed Ducted,41000,41000,9.5K+9.5K+11K+11K,9500-9500-11000-11000,41000,1.0,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-quad-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k-17k,DELLA 41000 BTU Quad Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K + 9.5K + 17K),TRUE,multi_zone,4,concealed_ducted,Concealed Ducted,41000,41000,9.5K+9.5K+9.5K+17K,9500-9500-9500-17000,45500,1.1098,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-11k-11k-17k,DELLA 41000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (11K + 11K + 17K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,41000,41000,11K+11K+17K,11000-11000-17000,39000,0.9512,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-11k-11k-22k,DELLA 41000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (11K+11K+ 22K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,41000,41000,11K+11K+22K,11000-11000-22000,44000,1.0732,-13,131,cold,,R454B,50,90,check_product_page,FALSE
della-41000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-11k-17k-17k,DELLA 41000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (11K+17K+ 17K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,41000,41000,11K+17K+17K,11000-17000-17000,45000,1.0976,-13,131,cold,,R454B,50,90,check_product_page,FALSE
della-41000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-11k-17k,DELLA 41000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 11K + 17K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,41000,41000,9.5K+11K+17K,9500-11000-17000,37500,0.9146,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-11k-22k,DELLA 41000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 11K + 22K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,41000,41000,9.5K+11K+22K,9500-11000-22000,42500,1.0366,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-17k-17k,DELLA 41000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 17K + 17K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,41000,41000,9.5K+17K+17K,9500-17000-17000,43500,1.061,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-41000-btu-tri-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-22k,DELLA 41000 BTU Tri-Zone Concealed Ducted Mini Split Heat Pump AC (9.5K + 9.5K + 22K),TRUE,multi_zone,3,concealed_ducted,Concealed Ducted,41000,41000,9.5K+9.5K+22K,9500-9500-22000,41000,1.0,-13,131,cold,20.0,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-ceiling-cassette-mini-split-ac-12k-12k-12k-12k-12k-up-to-2750-sq-ft,DELLA 55000 BTU Five Zone Ceiling Cassette Mini Split AC (12K+12K+12K+12K+12K) - Up to 2750 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,55000,55000,12K+12K+12K+12K+12K,12000-12000-12000-12000-12000,60000,1.0909,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-ceiling-cassette-mini-split-ac-9-5k-12k-12k-12k-12k-up-to-2600-sq-ft,DELLA 55000 BTU Five Zone Ceiling Cassette Mini Split AC (9.5K+12K+12K+12K+12K) - Up to 2600 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+12K+12K+12K+12K,9500-12000-12000-12000-12000,57500,1.0455,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-12k-12k-12k-up-to-2450-sq-ft,DELLA 55000 BTU Five Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+12K+12K+12K) - Up to 2450 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+12K+12K+12K,9500-9500-12000-12000-12000,55000,1.0,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-12k-12k-16k-up-to-2900-sq-ft,DELLA 55000 BTU Five Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+12K+12K+16K) - Up to 2900 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+12K+12K+16K,9500-9500-12000-12000-16000,59000,1.0727,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-9-5k-12k-12k-up-to-2300-sq-ft,DELLA 55000 BTU Five Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+9.5K+12K+12K) - Up to 2300 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+9.5K+12K+12K,9500-9500-9500-12000-12000,52500,0.9545,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-9-5k-12k-16k-up-to-2750-sq-ft,DELLA 55000 BTU Five Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+9.5K+12K+16K) - Up to 2750 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+9.5K+12K+16K,9500-9500-9500-12000-16000,56500,1.0273,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-9-5k-9-5k-12k-up-to-2150-sq-ft,DELLA 55000 BTU Five Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+9.5K+9.5K+12K) - Up to 2150 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+9.5K+9.5K+12K,9500-9500-9500-9500-12000,50000,0.9091,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-9-5k-9-5k-16k-up-to-2600-sq-ft,DELLA 55000 BTU Five Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+9.5K+9.5K+16K) - Up to 2600 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+9.5K+9.5K+16K,9500-9500-9500-9500-16000,54000,0.9818,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-9-5k-9-5k-23k-up-to-3100-sq-ft,DELLA 55000 BTU Five Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+9.5K+9.5K+23K) - Up to 3100 Sq.Ft.,TRUE,multi_zone,5,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+9.5K+9.5K+23K,9500-9500-9500-9500-23000,61000,1.1091,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-11k-11k-11k-11k-11k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （11K+11K+11K+11K+11K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,11K+11K+11K+11K+11K,11000-11000-11000-11000-11000,55000,1.0,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-11k-11k-11k-11k-17k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （11K+11K+11K+11K+17K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,11K+11K+11K+11K+17K,11000-11000-11000-11000-17000,61000,1.1091,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-11k-11k-11k-11k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （9.5K+11K+11K+11K+11K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,9.5K+11K+11K+11K+11K,9500-11000-11000-11000-11000,53500,0.9727,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-11k-11k-11k-17k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （9.5K+11K+11K+11K+17K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,9.5K+11K+11K+11K+17K,9500-11000-11000-11000-17000,59500,1.0818,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-11k-11k-11k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （9.5K+9.5K+11K+11K+11K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,9.5K+9.5K+11K+11K+11K,9500-9500-11000-11000-11000,52000,0.9455,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-11k-11k-17k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （9.5K+9.5K+11K+11K+17K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,9.5K+9.5K+11K+11K+17K,9500-9500-11000-11000-17000,58000,1.0545,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k-11k-11k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （9.5K+9.5K+9.5K+11K+11K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,9.5K+9.5K+9.5K+11K+11K,9500-9500-9500-11000-11000,50500,0.9182,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k-11k-17k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （9.5K+9.5K+9.5K+11K+17K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,9.5K+9.5K+9.5K+11K+17K,9500-9500-9500-11000-17000,56500,1.0273,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k-9-5k-11k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （9.5K+9.5K+9.5K+9.5K+11K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,9.5K+9.5K+9.5K+9.5K+11K,9500-9500-9500-9500-11000,49000,0.8909,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k-9-5k-17k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （9.5K+9.5K+9.5K+9.5K+17K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,9.5K+9.5K+9.5K+9.5K+17K,9500-9500-9500-9500-17000,55000,1.0,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-five-zone-concealed-ducted-mini-split-heat-pump-ac-9-5k-9-5k-9-5k-9-5k-22k,DELLA 55000 BTU Five Zone Concealed Ducted Mini Split Heat Pump AC （9.5K+9.5K+9.5K+9.5K+22K),TRUE,multi_zone,5,concealed_ducted,Concealed Ducted,55000,55000,9.5K+9.5K+9.5K+9.5K+22K,9500-9500-9500-9500-22000,60000,1.0909,-13,131,cold,,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-12k-12k-12k-16k-up-to-2650-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (12K+12K+12K+16K) - Up to 2650 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,12K+12K+12K+16K,12000-12000-12000-16000,52000,0.9455,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-12k-12k-12k-23k-up-to-3150-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (12K+12K+12K+23K) - Up to 3150 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,12K+12K+12K+23K,12000-12000-12000-23000,59000,1.0727,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-12k-12k-16k-16k-up-to-3100-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (12K+12K+16K+16K) - Up to 3100 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,12K+12K+16K+16K,12000-12000-16000-16000,56000,1.0182,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-9-5k-12k-12k-16k-up-to-2500-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (9.5K+12K+12K+16K) - Up to 2500 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+12K+12K+16K,9500-12000-12000-16000,49500,0.9,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-9-5k-12k-12k-23k-up-to-3000-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (9.5K+12K+12K+23K) - Up to 3000 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+12K+12K+23K,9500-12000-12000-23000,56500,1.0273,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-9-5k-12k-16k-16k-up-to-2950-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (9.5K+12K+16K+16K) - Up to 2950 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+12K+16K+16K,9500-12000-16000-16000,53500,0.9727,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-12k-23k-up-to-2850-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+12K+23K) - Up to 2850 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+12K+23K,9500-9500-12000-23000,54000,0.9818,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-16k-16k-up-to-2800-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+16K+16K) - Up to 2800 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+16K+16K,9500-9500-16000-16000,51000,0.9273,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-16k-23k-up-to-3300-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+16K+23K) - Up to 3300 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+16K+23K,9500-9500-16000-23000,58000,1.0545,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
della-55000-btu-quad-zone-ceiling-cassette-mini-split-ac-9-5k-9-5k-9-5k-23k-up-to-2700-sq-ft,DELLA 55000 BTU Quad Zone Ceiling Cassette Mini Split AC (9.5K+9.5K+9.5K+23K) - Up to 2700 Sq.Ft.,TRUE,multi_zone,4,ceiling_cassette,Ceiling Cassette,55000,55000,9.5K+9.5K+9.5K+23K,9500-9500-9500-23000,51500,0.9364,-13,131,cold,22.5,R454B,50,100,check_product_page,FALSE
